hour_key,vessel_count,waiting_vessel_count,approaching_vessel_count,departing_vessel_count,average_speed,port_throughput,import_teu,export_teu,container_arrivals,container_departures,containers_in_yard,yard_capacity,average_dwell_time_hours,truck_arrivals,truck_departures,truck_waiting_time_minutes,gate_throughput,yard_occupancy_percent,cargo_flow_ratio,operations_status,wind_speed_10m,wave_height,weather_code,hour,hour_sin,hour_cos,day_of_week,month,is_weekend,is_public_holiday,weather_pressure_index,event_active,event_id,event_type,event_severity,event_start,event_end,event_duration_hours,event_represented_hours,pola_berthed_cargo_vessels,pola_berthed_tanker_vessels
2025-03-22 17:00:00+00:00,52,18,3,2,0.6847161572052402,1,514.63,161.53,117.94,104.56,6187.38,10000,65.94,124,123,12.57,124,61.87,1.13,NORMAL,3.2,1.22,0.0,17,-0.9659258262890684,-0.2588190451025206,7,3,True,False,0.357142857142857,False,,,,,,,,12,1
2025-03-22 18:00:00+00:00,52,18,2,1,0.3686757990867579,0,458.94,149.75,98.16,114.69,6170.85,10000,65.64,136,133,13.44,136,61.71,0.86,NORMAL,4.1,1.18,1.0,18,-1.0,-1.8369701987210292e-16,7,3,True,False,0.2857142857142855,False,,,,,,,,12,1
2025-03-22 19:00:00+00:00,54,20,5,1,0.7283595113438046,0,419.33,136.79,95.74,92.24,6174.35,10000,65.76,109,107,13.65,109,61.74,1.04,NORMAL,7.0,1.16,0.0,19,-0.9659258262890684,0.2588190451025203,7,3,True,False,0.2499999999999998,False,,,,,,,,12,1
2025-03-22 20:00:00+00:00,55,19,3,1,1.2839183673469388,1,370.06,118.83,79.16,104.02,6149.49,10000,65.84,119,119,13.89,119,61.49,0.76,NORMAL,10.3,1.14,0.0,20,-0.8660254037844386,0.5000000000000001,7,3,True,False,0.214285714285714,False,,,,,,,,12,1
2025-03-22 21:00:00+00:00,55,21,1,2,0.7211375212224108,0,390.85,125.67,84.43,92.6,6141.32,10000,66.02,96,94,11.84,96,61.41,0.91,NORMAL,8.9,1.12,1.0,21,-0.7071067811865477,0.7071067811865474,7,3,True,False,0.1785714285714287,False,,,,,,,,12,1
2025-03-22 22:00:00+00:00,56,21,2,2,0.6622395833333333,0,342.09,110.2,83.62,74.61,6150.34,10000,65.46,85,84,10.9,85,61.5,1.12,NORMAL,9.4,1.1,1.0,22,-0.5000000000000004,0.8660254037844384,7,3,True,False,0.1428571428571429,False,,,,,,,,12,1
2025-03-22 23:00:00+00:00,58,20,5,4,1.4528346456692915,0,318.87,103.92,71.52,71.36,6150.51,10000,65.44,63,62,10.11,63,61.51,1.0,NORMAL,8.7,1.08,1.0,23,-0.2588190451025215,0.965925826289068,7,3,True,False,0.1071428571428572,False,,,,,,,,13,1
2025-03-23 00:00:00+00:00,58,20,5,2,1.525240562546262,2,256.65,89.4,66.81,51.18,6166.14,10000,65.27,43,39,16.32,41,61.66,1.31,NORMAL,8.0,1.06,1.0,0,0.0,1.0,1,3,True,False,0.0714285714285714,False,,,,,,,,13,1
2025-03-23 01:00:00+00:00,57,20,7,5,1.3300735294117647,1,256.15,89.64,66.75,49.51,6183.38,10000,65.21,36,36,17.45,38,61.83,1.35,NORMAL,6.5,1.06,0.0,1,0.2588190451025207,0.9659258262890684,1,3,True,False,0.0714285714285714,False,,,,,,,,13,1
2025-03-23 02:00:00+00:00,59,18,3,7,2.0191291934332622,1,260.19,91.06,60.35,49.5,6194.23,10000,64.9,47,43,21.6,44,61.94,1.22,NORMAL,1.9,1.06,0.0,2,0.4999999999999999,0.8660254037844387,1,3,True,False,0.0714285714285714,False,,,,,,,,12,2
2025-03-23 03:00:00+00:00,60,18,5,5,2.324910522548318,0,262.39,92.72,66.55,60.27,6200.51,10000,65.19,51,49,23.75,49,62.01,1.1,NORMAL,0.3,1.06,2.0,3,0.7071067811865475,0.7071067811865476,1,3,True,False,0.0714285714285714,False,,,,,,,,11,2
2025-03-23 04:00:00+00:00,59,18,6,5,1.5901812688821753,0,272.29,92.64,67.0,55.56,6211.95,10000,65.28,38,42,19.78,43,62.12,1.21,NORMAL,4.5,1.08,0.0,4,0.8660254037844386,0.5000000000000001,1,3,True,False,0.1071428571428572,False,,,,,,,,11,2
2025-03-23 05:00:00+00:00,56,19,5,4,1.436842105263158,0,341.19,109.54,77.66,63.37,6226.23,10000,65.31,66,65,22.95,66,62.26,1.23,NORMAL,4.8,1.1,0.0,5,0.9659258262890684,0.2588190451025207,1,3,True,False,0.1428571428571429,False,,,,,,,,11,2
2025-03-23 06:00:00+00:00,56,18,5,4,1.949923780487805,0,376.1,118.05,89.94,79.45,6236.73,10000,65.5,71,70,20.97,71,62.37,1.13,NORMAL,5.6,1.12,0.0,6,1.0,6.123233995736766e-17,1,3,True,False,0.1785714285714287,False,,,,,,,,11,2
2025-03-23 07:00:00+00:00,57,17,5,2,1.877549523110785,1,430.23,130.58,104.11,80.32,6260.51,10000,65.09,81,81,19.09,81,62.61,1.3,NORMAL,5.5,1.14,0.0,7,0.9659258262890684,-0.2588190451025206,1,3,True,False,0.214285714285714,False,,,,,,,,11,2
2025-03-23 08:00:00+00:00,56,19,5,1,0.944591439688716,1,366.8,111.87,93.02,87.7,6265.83,10000,65.41,92,90,17.25,92,62.66,1.06,NORMAL,5.1,1.16,0.0,8,0.8660254037844387,-0.4999999999999998,1,3,True,False,0.2499999999999998,False,,,,,,,,12,2
2025-03-23 09:00:00+00:00,56,20,4,3,1.1075252133436773,0,364.37,113.0,91.86,99.69,6258.0,10000,65.34,109,107,14.48,109,62.58,0.92,NORMAL,4.6,1.18,0.0,9,0.7071067811865476,-0.7071067811865475,1,3,True,False,0.2857142857142855,False,,,,,,,,13,2
2025-03-23 10:00:00+00:00,57,20,4,3,1.4668465690053971,1,423.17,130.48,110.77,101.56,6267.21,10000,65.79,120,119,14.21,120,62.67,1.09,NORMAL,3.5,1.18,0.0,10,0.4999999999999999,-0.8660254037844387,1,3,True,False,0.2857142857142855,False,,,,,,,,13,3
2025-03-23 11:00:00+00:00,57,19,6,4,1.6461710037174722,0,393.76,123.93,100.11,110.87,6256.45,10000,65.99,135,133,15.25,135,62.56,0.9,NORMAL,3.1,1.18,0.0,11,0.258819045102521,-0.9659258262890682,1,3,True,False,0.2857142857142855,False,,,,,,,,14,3
2025-03-23 12:00:00+00:00,57,19,4,2,1.730593607305936,2,508.39,152.6,131.19,109.62,6278.02,10000,65.51,132,130,18.1,132,62.78,1.2,NORMAL,3.8,1.18,0.0,12,1.2246467991473532e-16,-1.0,1,3,True,False,0.2857142857142855,False,,,,,,,,14,3
2025-03-23 13:00:00+00:00,57,20,3,8,1.379610894941634,1,451.32,138.87,106.97,108.94,6276.05,10000,64.9,133,132,15.82,133,62.76,0.98,NORMAL,4.5,1.18,3.0,13,-0.2588190451025208,-0.9659258262890684,1,3,True,False,0.2857142857142855,False,,,,,,,,13,3
2025-03-23 14:00:00+00:00,55,20,2,4,0.8197446808510638,1,461.09,140.2,103.69,106.12,6273.63,10000,65.11,118,117,14.8,118,62.74,0.98,NORMAL,4.4,1.16,3.0,14,-0.4999999999999997,-0.8660254037844388,1,3,True,False,0.2499999999999998,False,,,,,,,,13,3
2025-03-23 15:00:00+00:00,54,18,2,2,0.5431153184165233,0,434.07,137.48,94.9,94.92,6273.6,10000,64.94,108,107,14.49,108,62.74,1.0,NORMAL,6.1,1.16,3.0,15,-0.7071067811865471,-0.7071067811865479,1,3,True,False,0.2499999999999998,False,,,,,,,,14,3
2025-03-23 16:00:00+00:00,53,19,1,1,0.8550802139037433,0,458.36,147.48,103.22,96.41,6280.41,10000,65.03,108,108,13.31,108,62.8,1.07,NORMAL,7.6,1.14,2.0,16,-0.8660254037844384,-0.5000000000000004,1,3,True,False,0.214285714285714,False,,,,,,,,14,2
2025-03-23 17:00:00+00:00,53,19,1,1,0.4259528130671506,0,427.06,139.7,100.35,103.6,6277.16,10000,65.15,106,103,12.82,106,62.77,0.97,NORMAL,6.3,1.12,2.0,17,-0.9659258262890684,-0.2588190451025206,1,3,True,False,0.1785714285714287,False,,,,,,,,14,2
2025-03-23 18:00:00+00:00,52,19,2,2,0.5423853211009175,0,417.92,138.42,94.49,102.62,6269.04,10000,65.19,117,115,11.13,117,62.69,0.92,NORMAL,5.6,1.1,1.0,18,-1.0,-1.8369701987210292e-16,1,3,True,False,0.1428571428571429,False,,,,,,,,14,2
2025-03-23 19:00:00+00:00,53,19,3,1,0.595366079703429,0,415.13,138.07,93.68,92.72,6270.0,10000,65.89,108,105,13.0,108,62.7,1.01,NORMAL,6.0,1.08,0.0,19,-0.9659258262890684,0.2588190451025203,1,3,True,False,0.1071428571428572,False,,,,,,,,13,2
2025-03-23 20:00:00+00:00,53,19,3,2,1.0557105492589365,0,385.74,127.06,90.34,92.22,6268.12,10000,66.17,103,102,12.42,103,62.68,0.98,NORMAL,7.3,1.08,0.0,20,-0.8660254037844386,0.5000000000000001,1,3,True,False,0.1071428571428572,False,,,,,,,,13,2
2025-03-23 21:00:00+00:00,52,20,3,4,1.159964412811388,0,431.58,135.48,96.71,85.12,6279.7,10000,65.59,93,93,12.92,93,62.8,1.14,NORMAL,7.8,1.06,0.0,21,-0.7071067811865477,0.7071067811865474,1,3,True,False,0.0714285714285714,False,,,,,,,,12,2
2025-03-23 22:00:00+00:00,51,18,4,5,1.5242268041237117,0,444.55,136.95,106.78,81.16,6305.33,10000,65.59,76,75,12.62,76,63.05,1.32,NORMAL,9.8,1.04,0.0,22,-0.5000000000000004,0.8660254037844384,1,3,True,False,0.0357142857142857,False,,,,,,,,12,2
2025-03-23 23:00:00+00:00,50,19,2,6,1.7819642857142857,0,439.54,132.52,110.81,73.05,6343.09,10000,65.5,68,66,13.53,68,63.43,1.52,NORMAL,10.8,1.02,1.0,23,-0.2588190451025215,0.965925826289068,1,3,True,False,0.0,False,,,,,,,,12,1
2025-03-24 00:00:00+00:00,49,18,3,4,1.3454458293384468,0,426.92,142.94,108.05,59.75,6391.4,10000,66.06,36,36,12.7,36,63.91,1.81,NORMAL,9.7,1.0,0.0,0,0.0,1.0,2,3,False,False,0.0,False,,,,,,,,11,1
2025-03-24 01:00:00+00:00,49,19,4,6,1.7275427542754276,0,478.85,157.5,124.38,74.95,6440.82,10000,65.94,51,50,10.8,51,64.41,1.66,NORMAL,8.3,0.98,0.0,1,0.2588190451025207,0.9659258262890684,2,3,False,False,0.0,False,,,,,,,,10,1
2025-03-24 02:00:00+00:00,46,18,3,5,1.6579629629629629,0,469.05,151.08,115.4,76.73,6479.49,10000,65.7,63,62,13.18,63,64.79,1.5,NORMAL,4.3,0.98,0.0,2,0.4999999999999999,0.8660254037844387,2,3,False,False,0.0,False,,,,,,,,8,1
2025-03-24 03:00:00+00:00,47,20,3,3,1.6951335877862594,0,463.93,148.23,113.38,88.69,6504.17,10000,66.01,80,79,11.22,80,65.04,1.28,MODERATE,2.7,0.96,0.0,3,0.7071067811865475,0.7071067811865476,2,3,False,False,0.0,False,,,,,,,,8,1
2025-03-24 04:00:00+00:00,45,20,2,1,0.975632911392405,0,476.3,147.51,110.59,87.5,6527.26,10000,66.44,69,67,11.07,69,65.27,1.26,MODERATE,1.5,0.94,0.0,4,0.8660254037844386,0.5000000000000001,2,3,False,False,0.0,False,,,,,,,,8,1
2025-03-24 05:00:00+00:00,45,21,2,0,0.7507936507936508,0,575.07,177.05,122.43,94.93,6554.76,10000,66.77,83,82,10.9,83,65.55,1.29,MODERATE,0.8,0.94,0.0,5,0.9659258262890684,0.2588190451025207,2,3,False,False,0.0,False,,,,,,,,8,1
2025-03-24 06:00:00+00:00,46,21,2,1,0.9047717842323652,0,497.85,157.27,104.26,107.53,6551.49,10000,67.29,107,106,8.59,107,65.51,0.97,NORMAL,1.5,0.92,0.0,6,1.0,6.123233995736766e-17,2,3,False,False,0.0,False,,,,,,,,8,1
2025-03-24 07:00:00+00:00,46,20,3,0,0.8442115768463073,0,546.07,174.42,118.4,123.6,6546.3,10000,67.12,138,135,11.89,138,65.46,0.96,NORMAL,1.5,0.9,0.0,7,0.9659258262890684,-0.2588190451025206,2,3,False,False,0.0,False,,,,,,,,8,1
2025-03-24 08:00:00+00:00,47,22,7,3,1.3225417439703155,0,451.14,147.5,104.05,130.59,6519.75,10000,66.6,154,153,11.46,154,65.2,0.8,NORMAL,1.4,0.9,0.0,8,0.8660254037844387,-0.4999999999999998,2,3,False,False,0.0,False,,,,,,,,7,1
2025-03-24 09:00:00+00:00,50,20,6,4,1.7850970017636685,1,492.17,166.59,111.75,148.74,6482.77,10000,66.14,185,185,11.69,185,64.83,0.75,NORMAL,2.2,0.88,0.0,9,0.7071067811865476,-0.7071067811865475,2,3,False,False,0.0,False,,,,,,,,7,1
2025-03-24 10:00:00+00:00,51,20,6,2,2.2913902053712483,1,605.29,205.45,133.17,163.41,6452.53,10000,66.0,202,202,12.72,202,64.53,0.81,NORMAL,2.3,0.88,1.0,10,0.4999999999999999,-0.8660254037844387,2,3,False,False,0.0,False,,,,,,,,7,1
2025-03-24 11:00:00+00:00,50,20,7,5,1.8646370023419203,2,660.56,216.47,142.63,176.87,6418.29,10000,65.6,219,219,11.71,219,64.18,0.81,NORMAL,1.9,0.88,1.0,11,0.258819045102521,-0.9659258262890682,2,3,False,False,0.0,False,,,,,,,,7,1
2025-03-24 12:00:00+00:00,49,19,5,7,1.94510603588907,0,668.4,222.16,146.36,171.32,6393.33,10000,65.83,209,209,14.24,209,63.93,0.85,NORMAL,3.2,0.88,0.0,12,1.2246467991473532e-16,-1.0,2,3,False,False,0.0,False,,,,,,,,6,0
2025-03-24 13:00:00+00:00,50,19,1,6,1.070961887477314,4,655.48,211.76,157.04,154.31,6396.06,10000,65.8,188,187,14.95,188,63.96,1.02,NORMAL,5.1,0.88,2.0,13,-0.2588190451025208,-0.9659258262890684,2,3,False,False,0.0,False,,,,,,,,7,1
2025-03-24 14:00:00+00:00,48,18,5,6,1.192909090909091,0,649.47,211.65,160.64,152.28,6404.42,10000,66.15,186,184,16.71,186,64.04,1.05,NORMAL,2.7,0.88,1.0,14,-0.4999999999999997,-0.8660254037844388,2,3,False,False,0.0,False,,,,,,,,7,1
2025-03-24 15:00:00+00:00,48,18,1,5,1.1439838220424672,1,629.07,206.32,167.01,143.05,6428.38,10000,66.42,174,174,16.11,174,64.28,1.17,NORMAL,3.7,0.88,1.0,15,-0.7071067811865471,-0.7071067811865479,2,3,False,False,0.0,False,,,,,,,,7,0
2025-03-24 16:00:00+00:00,49,18,1,5,0.9807377049180328,0,559.51,191.41,147.75,146.26,6429.87,10000,66.15,172,171,13.41,172,64.3,1.01,NORMAL,4.9,0.88,0.0,16,-0.8660254037844384,-0.5000000000000004,2,3,False,False,0.0,False,,,,,,,,7,0
2025-03-24 17:00:00+00:00,46,18,1,1,0.5001079913606912,1,545.46,181.09,142.56,149.96,6422.47,10000,66.12,180,179,12.87,180,64.22,0.95,NORMAL,5.2,0.88,0.0,17,-0.9659258262890684,-0.2588190451025206,2,3,False,False,0.0,False,,,,,,,,7,0
2025-03-24 18:00:00+00:00,46,16,1,1,0.3199367088607595,0,547.46,181.82,138.41,140.97,6419.92,10000,65.97,176,175,12.33,176,64.2,0.98,NORMAL,5.3,0.88,0.0,18,-1.0,-1.8369701987210292e-16,2,3,False,False,0.0,False,,,,,,,,7,0
2025-03-24 19:00:00+00:00,47,17,1,0,0.4562118126272912,0,497.87,166.13,124.44,138.27,6406.09,10000,65.97,175,173,13.66,175,64.06,0.9,NORMAL,6.0,0.9,0.0,19,-0.9659258262890684,0.2588190451025203,2,3,False,False,0.0,False,,,,,,,,7,1
2025-03-24 20:00:00+00:00,48,18,4,0,0.5621062992125985,0,460.31,151.84,113.64,131.87,6387.86,10000,66.02,162,160,15.59,162,63.88,0.86,NORMAL,10.1,0.92,1.0,20,-0.8660254037844386,0.5000000000000001,2,3,False,False,0.0,False,,,,,,,,7,1
2025-03-24 21:00:00+00:00,49,16,4,3,1.1888888888888889,0,390.87,128.22,100.71,126.87,6361.7,10000,65.95,151,149,14.6,151,63.62,0.79,NORMAL,11.3,0.94,1.0,21,-0.7071067811865477,0.7071067811865474,2,3,False,False,0.0819672131147541,False,,,,,,,,7,1
2025-03-24 22:00:00+00:00,48,16,3,2,0.3338411316648531,2,441.11,138.07,109.01,120.23,6350.48,10000,66.17,134,133,18.57,134,63.5,0.91,NORMAL,12.4,0.96,0.0,22,-0.5000000000000004,0.8660254037844384,2,3,False,False,0.2622950819672131,False,,,,,,,,7,2
2025-03-24 23:00:00+00:00,50,15,5,6,1.4920743639921723,0,461.45,152.65,114.14,98.31,6366.31,10000,66.11,101,99,15.86,101,63.66,1.16,NORMAL,12.8,1.0,1.0,23,-0.2588190451025215,0.965925826289068,2,3,False,False,0.3278688524590165,False,,,,,,,,8,2
2025-03-25 00:00:00+00:00,49,14,5,5,1.734005499541705,1,407.9,145.31,107.63,64.56,6409.38,10000,65.71,42,41,13.55,42,64.09,1.67,NORMAL,12.1,1.02,0.0,0,0.0,1.0,3,3,False,False,0.2131147540983605,False,,,,,,,,7,2
2025-03-25 01:00:00+00:00,49,14,6,6,2.0775,0,453.97,166.41,105.65,66.18,6448.84,10000,66.09,49,46,13.73,49,64.49,1.6,NORMAL,10.5,1.0,0.0,1,0.2588190451025207,0.9659258262890684,3,3,False,False,0.0,False,,,,,,,,6,2
2025-03-25 02:00:00+00:00,48,14,6,7,2.943164871582436,0,462.29,165.28,113.92,70.45,6492.32,10000,66.18,53,53,15.5,53,64.92,1.62,NORMAL,4.8,0.96,0.0,2,0.4999999999999999,0.8660254037844387,3,3,False,False,0.0,False,,,,,,,,6,2
2025-03-25 03:00:00+00:00,48,14,1,5,1.6508097165991902,0,488.84,171.36,111.44,76.0,6527.77,10000,66.64,61,59,14.69,61,65.28,1.47,MODERATE,8.4,0.94,0.0,3,0.7071067811865475,0.7071067811865476,3,3,False,False,0.0,False,,,,,,,,6,2
2025-03-25 04:00:00+00:00,46,15,4,4,1.3857298474945532,1,520.39,171.59,116.23,88.81,6555.18,10000,66.76,69,66,13.11,69,65.55,1.31,MODERATE,6.9,0.9,0.0,4,0.8660254037844386,0.5000000000000001,3,3,False,False,0.0,False,,,,,,,,6,2
2025-03-25 05:00:00+00:00,45,16,4,2,1.669010989010989,0,524.12,169.98,118.61,100.98,6572.81,10000,66.76,90,87,10.39,90,65.73,1.17,MODERATE,7.0,0.86,0.0,5,0.9659258262890684,0.2588190451025207,3,3,False,False,0.0,False,,,,,,,,6,2
2025-03-25 06:00:00+00:00,45,17,3,3,1.821802935010482,0,511.32,162.74,114.09,98.03,6588.87,10000,67.16,89,89,8.97,89,65.89,1.16,MODERATE,7.9,0.82,0.0,6,1.0,6.123233995736766e-17,3,3,False,False,0.0,False,,,,,,,,6,2
2025-03-25 07:00:00+00:00,45,17,4,2,1.6277185501066098,0,650.09,203.57,137.49,128.49,6597.87,10000,67.71,125,124,7.38,125,65.98,1.07,NORMAL,5.0,0.8,0.0,7,0.9659258262890684,-0.2588190451025206,3,3,False,False,0.0,False,,,,,,,,6,2
2025-03-25 08:00:00+00:00,46,17,3,2,1.566488794023479,0,626.98,197.37,135.02,135.24,6597.65,10000,67.15,156,154,9.61,156,65.98,1.0,NORMAL,3.9,0.78,0.0,8,0.8660254037844387,-0.4999999999999998,3,3,False,False,0.0,False,,,,,,,,7,2
2025-03-25 09:00:00+00:00,45,17,3,1,1.4273012552301256,2,623.12,185.27,133.33,162.96,6568.01,10000,67.46,194,192,11.6,194,65.68,0.82,NORMAL,5.1,0.76,0.0,9,0.7071067811865476,-0.7071067811865475,3,3,False,False,0.0,False,,,,,,,,7,2
2025-03-25 10:00:00+00:00,46,17,4,3,1.1032838983050848,0,647.55,200.55,138.83,152.49,6554.35,10000,67.91,195,193,12.99,195,65.54,0.91,NORMAL,1.1,0.76,0.0,10,0.4999999999999999,-0.8660254037844387,3,3,False,False,0.0,False,,,,,,,,7,2
2025-03-25 11:00:00+00:00,45,17,4,4,1.586865671641791,1,685.76,206.77,151.39,166.55,6539.19,10000,67.91,213,213,12.99,213,65.39,0.91,NORMAL,3.0,0.78,0.0,11,0.258819045102521,-0.9659258262890682,3,3,False,False,0.0,False,,,,,,,,8,2
2025-03-25 12:00:00+00:00,47,17,4,4,1.6571566731141198,0,587.29,184.54,123.32,163.0,6499.51,10000,67.47,200,200,12.63,200,65.0,0.76,NORMAL,6.2,0.78,0.0,12,1.2246467991473532e-16,-1.0,3,3,False,False,0.0,False,,,,,,,,7,2
2025-03-25 13:00:00+00:00,47,16,4,3,0.8350248756218905,0,668.05,211.3,140.05,154.75,6484.81,10000,67.89,197,194,14.42,197,64.85,0.9,NORMAL,8.9,0.78,3.0,13,-0.2588190451025208,-0.9659258262890684,3,3,False,False,0.0,False,,,,,,,,7,2
2025-03-25 14:00:00+00:00,46,16,2,1,0.587311178247734,1,662.36,207.8,140.83,156.9,6468.74,10000,68.05,196,193,14.78,196,64.69,0.9,NORMAL,6.8,0.76,3.0,14,-0.4999999999999997,-0.8660254037844388,3,3,False,False,0.0,False,,,,,,,,7,2
2025-03-25 15:00:00+00:00,47,17,3,2,1.0912231559290384,0,562.74,187.41,119.14,151.56,6436.32,10000,67.51,181,180,12.48,181,64.36,0.79,NORMAL,7.7,0.76,3.0,15,-0.7071067811865471,-0.7071067811865479,3,3,False,False,0.0,False,,,,,,,,7,2
2025-03-25 16:00:00+00:00,46,16,3,4,0.7570450097847359,0,631.93,210.8,130.6,149.63,6417.29,10000,67.35,181,181,11.51,181,64.17,0.87,NORMAL,4.9,0.74,3.0,16,-0.8660254037844384,-0.5000000000000004,3,3,False,False,0.0,False,,,,,,,,7,2
2025-03-25 17:00:00+00:00,47,17,5,3,1.3850902184235518,0,637.44,223.56,123.73,142.01,6399.02,10000,67.07,177,174,9.24,177,63.99,0.87,NORMAL,2.4,0.72,3.0,17,-0.9659258262890684,-0.2588190451025206,3,3,False,False,0.0,False,,,,,,,,7,1
2025-03-25 18:00:00+00:00,47,17,2,1,1.251098376313276,0,539.8,192.01,105.55,144.33,6360.24,10000,67.37,174,172,9.03,174,63.6,0.73,NORMAL,1.5,0.7,1.0,18,-1.0,-1.8369701987210292e-16,3,3,False,False,0.0,False,,,,,,,,7,1
2025-03-25 19:00:00+00:00,46,16,4,2,1.196875,1,637.79,219.63,130.83,142.86,6348.21,10000,67.55,177,175,10.92,177,63.48,0.92,NORMAL,7.4,0.7,2.0,19,-0.9659258262890684,0.2588190451025203,3,3,False,False,0.0,False,,,,,,,,8,1
2025-03-25 20:00:00+00:00,47,16,4,3,0.936749116607774,0,650.52,222.5,134.73,140.58,6342.36,10000,67.94,165,163,9.47,165,63.42,0.96,NORMAL,12.8,0.7,3.0,20,-0.8660254037844386,0.5000000000000001,3,3,False,False,0.3278688524590165,False,,,,,,,,8,1
2025-03-25 21:00:00+00:00,49,16,6,5,1.1653355989804588,1,641.51,211.3,136.33,129.81,6348.88,10000,67.73,154,152,12.32,154,63.49,1.05,NORMAL,13.0,0.7,3.0,21,-0.7071067811865477,0.7071067811865474,3,3,False,False,0.360655737704918,False,,,,,,,,9,1
2025-03-25 22:00:00+00:00,50,15,3,2,1.5654482158398608,1,714.41,230.63,153.56,112.91,6389.53,10000,67.87,124,122,10.87,124,63.9,1.36,NORMAL,12.9,0.72,2.0,22,-0.5000000000000004,0.8660254037844384,3,3,False,False,0.3442622950819672,False,,,,,,,,9,1
2025-03-25 23:00:00+00:00,48,15,5,4,1.175972342264477,0,680.55,212.78,150.65,112.86,6427.32,10000,68.35,115,114,12.44,115,64.27,1.33,NORMAL,11.9,0.72,1.0,23,-0.2588190451025215,0.965925826289068,3,3,False,False,0.180327868852459,False,,,,,,,,10,1
2025-03-26 00:00:00+00:00,48,15,2,2,0.7551385165326184,1,553.95,188.38,120.28,69.77,6477.83,10000,67.9,59,58,13.07,59,64.78,1.72,NORMAL,9.9,0.74,2.0,0,0.0,1.0,4,3,False,False,0.0,False,,,,,,,,9,1
2025-03-26 01:00:00+00:00,47,15,4,2,0.7172413793103448,0,507.34,170.75,103.75,71.95,6509.62,10000,67.52,50,50,11.52,50,65.1,1.44,MODERATE,9.6,0.76,1.0,1,0.2588190451025207,0.9659258262890684,4,3,False,False,0.0,False,,,,,,,,9,1
2025-03-26 02:00:00+00:00,47,17,5,4,1.2916591928251122,0,533.8,177.84,113.7,72.02,6551.3,10000,67.66,45,43,9.38,45,65.51,1.58,MODERATE,9.0,0.76,1.0,2,0.4999999999999999,0.8660254037844387,4,3,False,False,0.0,False,,,,,,,,9,1
2025-03-26 03:00:00+00:00,48,17,3,3,1.1542168674698796,0,553.09,182.64,118.13,79.79,6589.64,10000,67.67,64,63,9.14,64,65.9,1.48,MODERATE,7.3,0.78,2.0,3,0.7071067811865475,0.7071067811865476,4,3,False,False,0.0,False,,,,,,,,9,1
2025-03-26 04:00:00+00:00,47,17,1,2,0.8850467289719626,1,558.99,177.97,131.63,90.85,6630.42,10000,67.4,68,66,10.0,68,66.3,1.45,MODERATE,5.1,0.78,3.0,4,0.8660254037844386,0.5000000000000001,4,3,False,False,0.0,False,,,,,,,,9,1
2025-03-26 05:00:00+00:00,47,17,2,0,0.4724137931034483,0,511.69,164.16,119.07,105.35,6644.13,10000,67.77,104,103,10.32,104,66.44,1.13,MODERATE,3.7,0.8,3.0,5,0.9659258262890684,0.2588190451025207,4,3,False,False,0.0,False,,,,,,,,9,1
2025-03-26 06:00:00+00:00,49,17,3,1,0.6445581395348837,1,537.11,170.67,124.02,106.63,6661.53,10000,68.26,110,110,10.85,110,66.62,1.16,MODERATE,2.3,0.8,3.0,6,1.0,6.123233995736766e-17,4,3,False,False,0.0,False,,,,,,,,9,1
2025-03-26 07:00:00+00:00,50,17,3,1,0.7901178603807797,0,537.86,172.58,122.87,120.3,6664.09,10000,68.25,133,132,9.56,133,66.64,1.02,NORMAL,4.5,0.8,3.0,7,0.9659258262890684,-0.2588190451025206,4,3,False,False,0.0,False,,,,,,,,10,1
2025-03-26 08:00:00+00:00,50,17,4,1,1.0164716471647164,0,485.75,153.81,101.35,137.32,6628.13,10000,67.95,159,159,11.77,159,66.28,0.74,NORMAL,5.6,0.78,3.0,8,0.8660254037844387,-0.4999999999999998,4,3,False,False,0.0,False,,,,,,,,9,1
2025-03-26 09:00:00+00:00,52,17,7,2,2.1706976744186046,0,429.15,139.49,84.27,147.81,6564.58,10000,67.66,174,171,10.15,174,65.65,0.57,NORMAL,4.6,0.78,3.0,9,0.7071067811865476,-0.7071067811865475,4,3,False,False,0.0,False,,,,,,,,9,1
2025-03-26 10:00:00+00:00,53,18,7,2,1.894261667941852,1,512.88,163.27,101.49,163.64,6502.44,10000,68.33,202,200,11.79,202,65.02,0.62,NORMAL,1.6,0.78,3.0,10,0.4999999999999999,-0.8660254037844387,4,3,False,False,0.0,False,,,,,,,,9,1
2025-03-26 11:00:00+00:00,52,18,7,5,1.5102678571428572,0,397.68,126.1,71.18,154.67,6418.95,10000,67.93,204,203,12.85,204,64.19,0.46,NORMAL,1.4,0.8,3.0,11,0.258819045102521,-0.9659258262890682,4,3,False,False,0.0,False,,,,,,,,10,1
2025-03-26 12:00:00+00:00,53,19,3,5,1.7623924941360438,3,462.47,144.1,86.98,159.85,6346.07,10000,67.91,201,199,11.07,201,63.46,0.54,NORMAL,3.3,0.8,3.0,12,1.2246467991473532e-16,-1.0,4,3,False,False,0.0,False,,,,,,,,10,1
2025-03-26 13:00:00+00:00,52,18,2,7,1.789427662957075,2,477.08,146.52,94.25,143.1,6297.23,10000,67.42,182,181,13.07,182,62.97,0.66,NORMAL,0.8,0.8,3.0,13,-0.2588190451025208,-0.9659258262890684,4,3,False,False,0.0,False,,,,,,,,10,1
