timestamp,import_teu,export_teu,container_arrivals,container_departures,containers_in_yard,yard_capacity,average_dwell_time_hours,truck_arrivals,truck_departures,truck_waiting_time_minutes,gate_throughput,yard_occupancy_percent,cargo_flow_ratio,operations_status
2025-04-06 17:00:00+00:00,816.79,230.84,210.01,149.93,7564.59,10000,70.56,130,127,17.56,130,75.65,1.4,MODERATE
2025-04-06 18:00:00+00:00,731.6,208.82,189.97,138.72,7615.84,10000,70.43,120,119,16.07,120,76.16,1.37,MODERATE
2025-04-06 19:00:00+00:00,667.83,188.34,170.16,147.03,7638.96,10000,70.91,129,126,19.05,129,76.39,1.16,MODERATE
2025-04-06 20:00:00+00:00,602.12,171.71,153.59,123.54,7669.01,10000,70.32,107,104,16.79,107,76.69,1.24,MODERATE
2025-04-06 21:00:00+00:00,528.05,148.17,138.38,133.78,7673.61,10000,70.87,117,109,20.84,110,76.74,1.03,MODERATE
2025-04-06 22:00:00+00:00,370.14,104.82,106.28,119.17,7660.73,10000,70.85,81,85,19.06,88,76.61,0.89,MODERATE
2025-04-06 23:00:00+00:00,368.1,102.95,109.71,104.91,7665.53,10000,70.63,61,59,18.74,61,76.66,1.05,MODERATE
2025-04-07 00:00:00+00:00,405.51,128.38,107.17,104.79,7667.91,10000,70.13,62,60,19.25,62,76.68,1.02,MODERATE
2025-04-07 01:00:00+00:00,400.89,126.36,104.71,105.28,7667.34,10000,70.63,59,57,18.25,59,76.67,0.99,MODERATE
2025-04-07 02:00:00+00:00,522.01,161.92,130.26,111.0,7686.6,10000,71.0,58,57,17.82,58,76.87,1.17,MODERATE
2025-04-07 03:00:00+00:00,529.86,162.55,128.97,111.59,7703.99,10000,70.17,58,58,18.21,58,77.04,1.16,MODERATE
2025-04-07 04:00:00+00:00,609.44,182.25,147.19,124.28,7726.89,10000,69.85,83,82,19.71,83,77.27,1.18,MODERATE
2025-04-07 05:00:00+00:00,620.14,184.88,149.58,125.44,7751.02,10000,70.21,90,90,17.93,90,77.51,1.19,MODERATE
2025-04-07 06:00:00+00:00,672.72,202.39,155.88,147.1,7759.81,10000,70.56,119,119,18.85,119,77.6,1.06,MODERATE
2025-04-07 07:00:00+00:00,694.8,205.95,154.7,148.41,7766.09,10000,70.66,122,122,18.89,122,77.66,1.04,MODERATE
2025-04-07 08:00:00+00:00,775.78,232.79,172.25,168.1,7770.24,10000,70.82,158,157,19.08,158,77.7,1.02,MODERATE
2025-04-07 09:00:00+00:00,791.95,234.28,177.86,192.34,7755.76,10000,70.67,191,191,18.06,191,77.56,0.92,MODERATE
2025-04-07 10:00:00+00:00,833.03,243.36,185.85,199.89,7741.73,10000,70.54,213,212,18.61,213,77.42,0.93,MODERATE
2025-04-07 11:00:00+00:00,881.27,249.75,188.55,197.36,7732.92,10000,70.64,220,217,20.75,220,77.33,0.96,MODERATE
2025-04-07 12:00:00+00:00,842.87,242.13,181.03,201.97,7711.99,10000,70.27,217,215,20.68,217,77.12,0.9,MODERATE
2025-04-07 13:00:00+00:00,865.24,249.82,178.45,199.79,7690.65,10000,70.77,214,212,20.55,214,76.91,0.89,MODERATE
2025-04-07 14:00:00+00:00,979.57,286.53,202.59,187.08,7706.15,10000,71.16,194,193,22.98,194,77.06,1.08,MODERATE
2025-04-07 15:00:00+00:00,930.57,269.54,204.34,191.29,7719.2,10000,71.41,192,192,23.02,192,77.19,1.07,MODERATE
2025-04-07 16:00:00+00:00,893.71,263.44,197.44,180.37,7736.27,10000,71.27,181,179,22.1,181,77.36,1.09,MODERATE
2025-04-07 17:00:00+00:00,921.23,272.18,206.13,183.2,7759.2,10000,71.11,182,181,19.59,182,77.59,1.13,MODERATE
2025-04-07 18:00:00+00:00,909.34,263.43,203.65,184.17,7778.68,10000,70.73,193,191,19.84,193,77.79,1.11,MODERATE
2025-04-07 19:00:00+00:00,874.03,254.64,197.07,191.63,7784.12,10000,70.8,195,195,19.99,195,77.84,1.03,MODERATE
2025-04-07 20:00:00+00:00,671.1,191.19,157.78,170.11,7771.78,10000,70.8,171,169,20.71,171,77.72,0.93,MODERATE
2025-04-07 21:00:00+00:00,687.16,193.05,162.9,161.58,7773.1,10000,70.28,149,148,17.03,149,77.73,1.01,MODERATE
2025-04-07 22:00:00+00:00,530.71,144.23,125.07,142.98,7755.19,10000,70.22,127,126,16.56,127,77.55,0.87,MODERATE
2025-04-07 23:00:00+00:00,626.03,167.32,143.02,134.25,7763.96,10000,70.0,105,103,18.06,105,77.64,1.07,MODERATE
2025-04-08 00:00:00+00:00,527.71,154.23,122.04,113.77,7772.24,10000,70.7,68,68,18.55,68,77.72,1.07,MODERATE
2025-04-08 01:00:00+00:00,579.54,168.82,127.82,108.14,7791.92,10000,70.65,57,54,18.35,57,77.92,1.18,MODERATE
2025-04-08 02:00:00+00:00,519.21,150.73,120.45,104.79,7807.58,10000,70.76,51,49,15.4,51,78.08,1.15,MODERATE
2025-04-08 03:00:00+00:00,437.77,128.18,99.06,103.71,7802.93,10000,70.17,54,53,14.51,54,78.03,0.96,MODERATE
2025-04-08 04:00:00+00:00,467.32,134.04,100.47,112.58,7790.82,10000,70.31,68,65,11.02,68,77.91,0.89,MODERATE
2025-04-08 05:00:00+00:00,480.49,139.75,101.28,135.77,7756.33,10000,70.08,97,96,13.63,97,77.56,0.75,MODERATE
2025-04-08 06:00:00+00:00,475.36,138.81,100.99,133.35,7723.97,10000,70.23,113,112,14.59,113,77.24,0.76,MODERATE
2025-04-08 07:00:00+00:00,504.37,146.93,103.44,143.52,7683.89,10000,70.18,134,132,15.18,134,76.84,0.72,MODERATE
2025-04-08 08:00:00+00:00,690.75,202.05,146.36,169.83,7660.42,10000,70.05,163,161,18.3,163,76.6,0.86,MODERATE
2025-04-08 09:00:00+00:00,744.72,222.01,152.11,179.34,7633.19,10000,69.87,190,189,15.37,190,76.33,0.85,MODERATE
2025-04-08 10:00:00+00:00,812.11,243.45,167.91,196.06,7605.04,10000,69.85,212,210,17.01,212,76.05,0.86,MODERATE
2025-04-08 11:00:00+00:00,871.55,257.04,184.27,203.74,7585.57,10000,69.95,221,219,17.93,221,75.86,0.9,MODERATE
2025-04-08 12:00:00+00:00,906.41,266.55,189.72,201.26,7574.03,10000,69.72,224,221,16.86,224,75.74,0.94,MODERATE
2025-04-08 13:00:00+00:00,928.21,265.85,198.89,205.17,7567.75,10000,69.75,218,217,15.04,218,75.68,0.97,MODERATE
2025-04-08 14:00:00+00:00,746.54,218.62,161.78,184.0,7545.52,10000,69.71,189,187,13.03,189,75.46,0.88,MODERATE
2025-04-08 15:00:00+00:00,721.18,213.39,155.8,187.73,7513.59,10000,69.55,195,192,15.31,195,75.14,0.83,MODERATE
2025-04-08 16:00:00+00:00,768.75,224.99,162.52,186.55,7489.56,10000,68.92,193,191,13.05,193,74.9,0.87,NORMAL
2025-04-08 17:00:00+00:00,669.35,198.37,144.29,186.11,7447.74,10000,69.26,202,199,13.05,202,74.48,0.78,NORMAL
2025-04-08 18:00:00+00:00,640.49,190.64,138.2,176.95,7408.99,10000,68.58,182,181,14.38,182,74.09,0.78,NORMAL
2025-04-08 19:00:00+00:00,590.84,176.9,123.61,175.45,7357.15,10000,68.54,182,180,13.04,182,73.57,0.7,NORMAL
2025-04-08 20:00:00+00:00,697.85,209.32,150.43,168.68,7338.91,10000,68.94,179,178,13.26,179,73.39,0.89,NORMAL
2025-04-08 21:00:00+00:00,716.16,213.73,152.68,155.12,7336.47,10000,69.62,155,155,12.73,155,73.36,0.98,NORMAL
2025-04-08 22:00:00+00:00,754.39,214.16,170.61,142.63,7364.46,10000,69.69,125,125,10.27,125,73.64,1.2,NORMAL
2025-04-08 23:00:00+00:00,763.81,208.51,180.24,128.25,7416.45,10000,70.0,103,101,8.71,103,74.16,1.41,NORMAL
2025-04-09 00:00:00+00:00,628.15,187.44,151.69,108.59,7459.55,10000,69.78,78,68,16.86,68,74.6,1.4,NORMAL
2025-04-09 01:00:00+00:00,626.72,179.96,157.07,106.98,7509.65,10000,69.87,64,73,17.8,74,75.1,1.47,MODERATE
2025-04-09 02:00:00+00:00,558.81,157.83,147.49,96.31,7560.83,10000,69.98,63,61,19.48,63,75.61,1.53,MODERATE
2025-04-09 03:00:00+00:00,437.38,124.24,115.87,112.64,7564.06,10000,69.81,78,77,20.43,78,75.64,1.03,MODERATE
2025-04-09 04:00:00+00:00,470.6,135.5,128.27,113.58,7578.75,10000,70.09,78,76,19.68,78,75.79,1.13,MODERATE
2025-04-09 05:00:00+00:00,516.68,149.1,137.72,122.7,7593.77,10000,70.23,90,89,17.87,90,75.94,1.12,MODERATE
2025-04-09 06:00:00+00:00,604.52,175.3,148.44,143.43,7598.78,10000,69.37,105,103,18.65,105,75.99,1.03,MODERATE
2025-04-09 07:00:00+00:00,716.56,203.12,170.65,148.64,7620.79,10000,69.48,135,133,17.94,135,76.21,1.15,MODERATE
2025-04-09 08:00:00+00:00,837.92,230.66,198.35,173.12,7646.01,10000,69.84,168,167,22.33,168,76.46,1.15,MODERATE
2025-04-09 09:00:00+00:00,763.12,212.39,182.24,181.99,7646.26,10000,69.65,192,190,21.66,192,76.46,1.0,MODERATE
2025-04-09 10:00:00+00:00,760.63,207.69,182.18,197.3,7631.13,10000,69.54,221,219,19.71,221,76.31,0.92,MODERATE
2025-04-09 11:00:00+00:00,796.81,223.3,189.29,205.66,7614.76,10000,69.35,230,228,20.4,230,76.15,0.92,MODERATE
2025-04-09 12:00:00+00:00,991.56,279.02,226.3,205.87,7635.18,10000,69.68,214,213,20.74,214,76.35,1.1,MODERATE
2025-04-09 13:00:00+00:00,1000.38,285.53,224.53,210.87,7648.85,10000,69.91,217,217,22.1,217,76.49,1.06,MODERATE
2025-04-09 14:00:00+00:00,997.9,286.53,221.47,193.59,7676.73,10000,70.0,196,196,21.36,196,76.77,1.14,MODERATE
2025-04-09 15:00:00+00:00,996.61,281.21,220.65,182.32,7715.07,10000,69.9,191,190,18.74,191,77.15,1.21,MODERATE
2025-04-09 16:00:00+00:00,873.6,248.44,192.96,191.5,7716.53,10000,69.49,181,181,16.99,181,77.17,1.01,MODERATE
2025-04-09 17:00:00+00:00,896.63,250.73,199.44,180.28,7735.69,10000,70.22,182,180,15.52,182,77.36,1.11,MODERATE
2025-04-09 18:00:00+00:00,758.42,212.21,169.83,195.98,7709.54,10000,70.49,189,188,14.4,189,77.1,0.87,MODERATE
2025-04-09 19:00:00+00:00,716.28,200.92,154.55,180.36,7683.73,10000,70.06,186,183,16.35,186,76.84,0.86,MODERATE
2025-04-09 20:00:00+00:00,688.96,190.66,154.29,162.11,7675.91,10000,69.58,156,155,16.85,156,76.76,0.95,MODERATE
2025-04-09 21:00:00+00:00,774.96,216.88,169.53,151.08,7694.37,10000,69.77,142,142,14.48,142,76.94,1.12,MODERATE
2025-04-09 22:00:00+00:00,710.68,200.06,164.22,147.75,7710.84,10000,69.94,126,124,15.17,126,77.11,1.11,MODERATE
2025-04-09 23:00:00+00:00,528.89,148.17,128.13,131.27,7707.7,10000,70.45,99,98,13.97,99,77.08,0.98,MODERATE
2025-04-10 00:00:00+00:00,480.51,145.45,130.13,101.13,7736.7,10000,70.59,50,50,14.92,50,77.37,1.29,MODERATE
2025-04-10 01:00:00+00:00,456.44,136.91,125.23,110.6,7751.33,10000,70.81,73,72,17.38,73,77.51,1.13,MODERATE
2025-04-10 02:00:00+00:00,477.42,140.25,129.26,101.33,7779.26,10000,71.55,52,51,18.92,52,77.79,1.28,MODERATE
2025-04-10 03:00:00+00:00,494.38,144.42,143.05,110.3,7812.01,10000,71.77,69,68,20.1,69,78.12,1.3,MODERATE
2025-04-10 04:00:00+00:00,488.65,144.2,141.41,118.02,7835.4,10000,72.06,73,71,19.99,73,78.35,1.2,MODERATE
2025-04-10 05:00:00+00:00,555.23,165.99,147.59,126.4,7856.6,10000,71.83,84,83,19.54,84,78.57,1.17,MODERATE
2025-04-10 06:00:00+00:00,483.95,140.1,124.56,129.64,7851.51,10000,72.44,96,95,19.86,96,78.52,0.96,MODERATE
2025-04-10 07:00:00+00:00,495.16,139.61,126.89,139.73,7838.67,10000,71.94,125,123,17.1,125,78.39,0.91,MODERATE
2025-04-10 08:00:00+00:00,591.35,167.09,143.49,166.99,7815.17,10000,72.16,158,157,14.68,158,78.15,0.86,MODERATE
2025-04-10 09:00:00+00:00,582.4,163.81,143.53,189.3,7769.39,10000,72.17,187,185,15.83,187,77.69,0.76,MODERATE
2025-04-10 10:00:00+00:00,504.22,142.7,128.88,188.89,7709.38,10000,72.41,205,204,15.9,205,77.09,0.68,MODERATE
2025-04-10 11:00:00+00:00,609.28,170.49,153.02,194.4,7668.01,10000,72.31,211,210,16.07,211,76.68,0.79,MODERATE
2025-04-10 12:00:00+00:00,729.45,206.67,181.27,192.31,7656.96,10000,72.35,203,200,16.67,203,76.57,0.94,MODERATE
2025-04-10 13:00:00+00:00,734.02,208.62,175.88,193.74,7639.1,10000,72.77,216,215,20.55,216,76.39,0.91,MODERATE
2025-04-10 14:00:00+00:00,613.62,175.86,158.66,176.86,7620.9,10000,72.88,187,185,19.85,187,76.21,0.9,MODERATE
2025-04-10 15:00:00+00:00,661.01,194.3,165.06,167.86,7618.11,10000,73.02,161,159,19.71,161,76.18,0.98,MODERATE
2025-04-10 16:00:00+00:00,555.71,159.72,153.23,176.73,7594.61,10000,73.05,179,179,19.88,179,75.95,0.87,MODERATE
2025-04-10 17:00:00+00:00,603.76,173.16,163.39,178.44,7579.56,10000,72.62,192,190,16.67,192,75.8,0.92,MODERATE
2025-04-10 18:00:00+00:00,539.28,157.41,135.86,175.2,7540.22,10000,72.75,198,196,16.24,198,75.4,0.78,MODERATE
2025-04-10 19:00:00+00:00,474.51,139.61,119.48,160.06,7499.64,10000,72.1,176,175,14.47,176,75.0,0.75,MODERATE
2025-04-10 20:00:00+00:00,474.35,137.12,120.19,168.19,7451.63,10000,71.72,174,173,11.52,174,74.52,0.71,MODERATE
2025-04-10 21:00:00+00:00,483.08,139.01,126.98,155.54,7423.07,10000,71.36,161,160,12.77,161,74.23,0.82,NORMAL
2025-04-10 22:00:00+00:00,472.58,132.79,128.25,135.6,7415.73,10000,71.32,136,135,12.74,136,74.16,0.95,NORMAL
2025-04-10 23:00:00+00:00,517.22,146.72,140.57,133.54,7422.76,10000,70.82,112,110,13.41,112,74.23,1.05,NORMAL
2025-04-11 00:00:00+00:00,426.85,132.7,129.09,89.07,7462.79,10000,71.33,45,42,13.72,45,74.63,1.45,NORMAL
2025-04-11 01:00:00+00:00,501.43,154.37,144.31,113.59,7493.5,10000,72.01,67,66,16.47,67,74.94,1.27,MODERATE
2025-04-11 02:00:00+00:00,527.55,159.38,146.87,108.36,7532.02,10000,72.03,60,58,17.77,60,75.32,1.36,MODERATE
2025-04-11 03:00:00+00:00,500.5,147.86,142.33,105.86,7568.5,10000,72.18,64,62,19.4,64,75.68,1.34,MODERATE
2025-04-11 04:00:00+00:00,472.97,136.12,144.2,112.0,7600.7,10000,72.41,74,73,17.11,74,76.01,1.29,MODERATE
2025-04-11 05:00:00+00:00,408.54,117.09,129.87,122.44,7608.13,10000,72.58,91,89,15.8,91,76.08,1.06,MODERATE
2025-04-11 06:00:00+00:00,473.86,131.56,136.04,126.85,7617.33,10000,72.66,96,94,16.15,96,76.17,1.07,MODERATE
2025-04-11 07:00:00+00:00,485.29,135.21,130.4,142.12,7605.6,10000,72.36,132,132,17.48,132,76.06,0.92,MODERATE
2025-04-11 08:00:00+00:00,420.81,115.43,124.48,151.66,7578.42,10000,72.1,151,149,14.55,151,75.78,0.82,MODERATE
2025-04-11 09:00:00+00:00,438.09,120.62,128.5,174.32,7532.6,10000,71.98,185,184,14.05,185,75.33,0.74,MODERATE
2025-04-11 10:00:00+00:00,450.67,124.81,130.16,181.44,7481.33,10000,71.74,204,201,14.42,204,74.81,0.72,MODERATE
2025-04-11 11:00:00+00:00,599.3,163.39,170.05,176.69,7474.7,10000,71.92,192,191,15.0,192,74.75,0.96,MODERATE
2025-04-11 12:00:00+00:00,508.74,139.96,141.07,186.31,7429.46,10000,71.61,211,209,12.37,211,74.29,0.76,NORMAL
2025-04-11 13:00:00+00:00,496.87,134.41,144.24,184.61,7389.09,10000,71.33,200,197,10.38,200,73.89,0.78,NORMAL
2025-04-11 14:00:00+00:00,582.25,163.86,162.33,175.02,7376.39,10000,71.3,190,187,11.42,190,73.76,0.93,NORMAL
2025-04-11 15:00:00+00:00,702.37,201.63,183.38,173.03,7386.74,10000,71.25,190,190,11.7,190,73.87,1.06,NORMAL
2025-04-11 16:00:00+00:00,629.73,186.64,167.65,160.38,7394.01,10000,71.08,160,158,10.88,160,73.94,1.05,NORMAL
2025-04-11 17:00:00+00:00,577.47,174.96,153.1,162.48,7384.62,10000,71.22,176,174,9.64,176,73.85,0.94,NORMAL
2025-04-11 18:00:00+00:00,627.77,191.18,164.48,172.62,7376.49,10000,70.8,178,176,9.52,178,73.76,0.95,NORMAL
2025-04-11 19:00:00+00:00,471.36,143.38,133.07,165.44,7344.12,10000,70.9,188,188,10.93,188,73.44,0.8,NORMAL
2025-04-11 20:00:00+00:00,425.51,124.81,119.42,166.77,7296.77,10000,70.62,176,175,11.11,176,72.97,0.72,NORMAL
2025-04-11 21:00:00+00:00,424.27,120.62,112.18,135.31,7273.64,10000,69.85,139,138,11.92,139,72.74,0.83,NORMAL
2025-04-11 22:00:00+00:00,552.82,152.55,135.68,138.4,7270.92,10000,69.75,124,123,11.64,124,72.71,0.98,NORMAL
2025-04-11 23:00:00+00:00,527.21,145.28,127.46,118.13,7280.24,10000,69.26,102,100,10.89,102,72.8,1.08,NORMAL
2025-04-12 00:00:00+00:00,409.45,123.98,102.41,93.23,7289.42,10000,69.78,48,45,15.86,48,72.89,1.1,NORMAL
2025-04-12 01:00:00+00:00,471.79,146.96,115.06,80.15,7324.33,10000,70.19,46,43,16.14,46,73.24,1.44,NORMAL
2025-04-12 02:00:00+00:00,575.32,176.22,129.31,91.25,7362.39,10000,70.78,48,45,17.0,48,73.62,1.42,NORMAL
2025-04-12 03:00:00+00:00,540.47,163.33,123.17,89.79,7395.76,10000,71.2,48,47,15.03,48,73.96,1.37,NORMAL
2025-04-12 04:00:00+00:00,551.17,156.15,135.58,91.84,7439.49,10000,71.31,49,46,14.41,49,74.39,1.48,MODERATE
2025-04-12 05:00:00+00:00,651.11,184.3,161.18,112.03,7488.65,10000,70.82,81,81,20.03,81,74.89,1.44,MODERATE
2025-04-12 06:00:00+00:00,566.73,158.23,143.31,115.77,7516.18,10000,71.22,96,95,22.05,96,75.16,1.24,MODERATE
2025-04-12 07:00:00+00:00,629.37,174.11,152.59,137.52,7531.24,10000,72.13,121,119,20.85,121,75.31,1.11,MODERATE
2025-04-12 08:00:00+00:00,577.53,160.98,145.34,134.57,7542.02,10000,71.76,107,106,17.72,107,75.42,1.08,MODERATE
2025-04-12 09:00:00+00:00,598.18,169.17,144.3,157.0,7529.32,10000,71.28,137,136,15.4,137,75.29,0.92,MODERATE
2025-04-12 10:00:00+00:00,598.52,169.99,146.39,158.65,7517.05,10000,70.81,163,161,15.48,163,75.17,0.92,MODERATE
2025-04-12 11:00:00+00:00,560.5,158.86,137.8,158.47,7496.38,10000,70.48,161,159,17.12,161,74.96,0.87,NORMAL
2025-04-12 12:00:00+00:00,517.8,148.91,127.74,151.88,7472.23,10000,70.26,157,157,18.46,157,74.72,0.84,NORMAL
2025-04-12 13:00:00+00:00,571.04,161.53,134.16,150.92,7455.47,10000,70.25,157,156,17.15,157,74.55,0.89,NORMAL
2025-04-12 14:00:00+00:00,638.58,184.18,153.99,151.24,7458.22,10000,70.48,151,149,15.74,151,74.58,1.02,NORMAL
2025-04-12 15:00:00+00:00,619.08,180.49,144.17,150.52,7451.87,10000,70.33,145,145,18.05,145,74.52,0.96,NORMAL
2025-04-12 16:00:00+00:00,609.67,181.18,138.11,152.55,7437.43,10000,70.32,137,135,18.67,137,74.37,0.91,NORMAL
2025-04-12 17:00:00+00:00,631.93,195.4,138.12,154.04,7421.52,10000,70.53,149,147,19.0,149,74.22,0.9,NORMAL
2025-04-12 18:00:00+00:00,554.01,169.61,120.18,150.25,7391.45,10000,70.82,136,134,18.32,136,73.91,0.8,NORMAL
2025-04-12 19:00:00+00:00,586.37,179.15,113.91,140.09,7365.28,10000,70.8,129,127,16.6,129,73.65,0.81,NORMAL
2025-04-12 20:00:00+00:00,618.31,186.11,122.93,136.17,7352.03,10000,69.9,126,124,19.05,126,73.52,0.9,NORMAL
2025-04-12 21:00:00+00:00,749.79,221.47,148.85,138.88,7362.0,10000,70.22,124,123,20.22,124,73.62,1.07,NORMAL
2025-04-12 22:00:00+00:00,688.12,196.15,136.55,121.79,7376.76,10000,71.21,101,98,16.97,101,73.77,1.12,NORMAL
2025-04-12 23:00:00+00:00,620.77,176.69,127.0,111.42,7392.34,10000,71.38,80,79,14.07,80,73.92,1.14,NORMAL
2025-04-13 00:00:00+00:00,499.32,156.54,100.04,92.24,7400.15,10000,71.42,46,41,19.26,43,74.0,1.08,NORMAL
2025-04-13 01:00:00+00:00,522.59,162.79,109.39,95.9,7413.64,10000,70.89,55,48,25.89,49,74.14,1.14,NORMAL
2025-04-13 02:00:00+00:00,481.66,150.61,111.5,87.0,7438.14,10000,70.66,45,46,25.49,49,74.38,1.28,NORMAL
2025-04-13 03:00:00+00:00,464.82,142.75,106.76,96.76,7448.14,10000,70.45,48,50,27.92,51,74.48,1.1,NORMAL
2025-04-13 04:00:00+00:00,487.19,149.39,110.2,92.74,7465.59,10000,70.64,53,52,27.43,55,74.66,1.19,NORMAL
2025-04-13 05:00:00+00:00,454.49,132.65,105.31,93.76,7477.14,10000,71.22,63,62,26.8,63,74.77,1.12,NORMAL
2025-04-13 06:00:00+00:00,447.38,127.82,116.03,104.82,7488.36,10000,71.18,69,66,23.6,69,74.88,1.11,NORMAL
2025-04-13 07:00:00+00:00,476.48,131.22,116.33,102.25,7502.45,10000,71.09,84,82,20.61,84,75.02,1.14,MODERATE
2025-04-13 08:00:00+00:00,540.81,149.03,132.32,116.67,7518.1,10000,70.75,100,98,20.75,100,75.18,1.13,MODERATE
2025-04-13 09:00:00+00:00,517.19,148.42,133.46,119.18,7532.38,10000,71.0,115,113,18.02,115,75.32,1.12,MODERATE
2025-04-13 10:00:00+00:00,428.52,125.29,115.38,141.0,7506.75,10000,70.75,133,132,18.04,133,75.07,0.82,MODERATE
2025-04-13 11:00:00+00:00,352.62,105.6,87.92,124.32,7470.35,10000,70.55,120,117,13.89,120,74.7,0.71,NORMAL
2025-04-13 12:00:00+00:00,352.13,107.37,85.92,122.53,7433.74,10000,70.03,110,108,11.24,110,74.34,0.7,NORMAL
2025-04-13 13:00:00+00:00,363.66,109.87,91.97,125.33,7400.37,10000,70.11,119,117,12.43,119,74.0,0.73,NORMAL
2025-04-13 14:00:00+00:00,369.03,112.79,96.66,129.32,7367.72,10000,69.54,120,120,10.7,120,73.68,0.75,NORMAL
2025-04-13 15:00:00+00:00,368.33,110.77,95.54,119.44,7343.82,10000,70.32,106,104,13.27,106,73.44,0.8,NORMAL
2025-04-13 16:00:00+00:00,367.79,108.93,98.37,127.29,7314.89,10000,69.61,110,108,14.56,110,73.15,0.77,NORMAL
2025-04-13 17:00:00+00:00,363.21,106.06,100.16,126.18,7288.87,10000,69.36,111,110,16.04,111,72.89,0.79,NORMAL
2025-04-13 18:00:00+00:00,353.8,103.64,100.58,127.71,7261.74,10000,68.68,123,122,19.14,123,72.62,0.79,NORMAL
2025-04-13 19:00:00+00:00,430.16,127.83,118.88,119.56,7261.06,10000,69.08,110,109,20.63,110,72.61,0.99,NORMAL
2025-04-13 20:00:00+00:00,474.57,140.81,127.31,119.87,7268.5,10000,69.26,110,108,21.02,110,72.68,1.06,NORMAL
2025-04-13 21:00:00+00:00,473.67,138.83,117.34,120.16,7265.68,10000,69.1,92,91,21.23,92,72.66,0.98,NORMAL
2025-04-13 22:00:00+00:00,451.63,128.12,117.23,109.72,7273.19,10000,69.02,89,88,20.88,89,72.73,1.07,NORMAL
2025-04-13 23:00:00+00:00,426.85,119.67,110.21,98.48,7284.92,10000,69.71,66,63,21.19,66,72.85,1.12,NORMAL
2025-04-14 00:00:00+00:00,459.83,141.82,114.35,92.63,7306.64,10000,69.94,56,54,19.09,56,73.07,1.23,NORMAL
2025-04-14 01:00:00+00:00,498.71,151.44,114.47,84.22,7336.89,10000,70.12,50,49,18.06,50,73.37,1.36,NORMAL
2025-04-14 02:00:00+00:00,453.37,140.0,102.71,96.33,7343.27,10000,70.49,53,51,16.55,53,73.43,1.07,NORMAL
2025-04-14 03:00:00+00:00,467.83,144.15,105.12,93.91,7354.48,10000,69.83,45,44,15.97,45,73.54,1.12,NORMAL
2025-04-14 04:00:00+00:00,377.06,114.42,87.51,87.65,7354.33,10000,69.82,57,54,15.58,57,73.54,1.0,NORMAL
2025-04-14 05:00:00+00:00,422.46,126.89,104.05,112.02,7346.36,10000,70.24,86,84,13.34,86,73.46,0.93,NORMAL
2025-04-14 06:00:00+00:00,500.98,147.24,117.97,124.96,7339.37,10000,70.03,100,98,10.03,100,73.39,0.94,NORMAL
2025-04-14 07:00:00+00:00,507.86,150.54,116.65,143.42,7312.6,10000,69.61,133,131,12.81,133,73.13,0.81,NORMAL
2025-04-14 08:00:00+00:00,648.95,193.6,144.14,161.92,7294.83,10000,69.71,162,161,11.47,162,72.95,0.89,NORMAL
2025-04-14 09:00:00+00:00,606.04,184.86,136.83,168.08,7263.58,10000,69.55,188,188,12.19,188,72.64,0.81,NORMAL
2025-04-14 10:00:00+00:00,647.68,195.58,148.73,178.71,7233.6,10000,69.25,194,193,12.69,194,72.34,0.83,NORMAL
2025-04-14 11:00:00+00:00,679.7,198.51,156.47,197.32,7192.75,10000,69.16,220,218,12.04,220,71.93,0.79,NORMAL
2025-04-14 12:00:00+00:00,699.05,204.28,158.41,186.28,7164.88,10000,69.49,222,220,13.08,222,71.65,0.85,NORMAL
2025-04-14 13:00:00+00:00,704.75,206.67,165.84,188.48,7142.24,10000,69.21,203,203,12.91,203,71.42,0.88,NORMAL
2025-04-14 14:00:00+00:00,722.59,212.46,168.52,167.12,7143.63,10000,69.21,186,185,10.32,186,71.44,1.01,NORMAL
2025-04-14 15:00:00+00:00,767.07,231.59,180.63,179.38,7144.88,10000,68.67,195,194,10.83,195,71.45,1.01,NORMAL
2025-04-14 16:00:00+00:00,845.27,253.49,201.97,175.7,7171.15,10000,68.94,183,183,9.43,183,71.71,1.15,NORMAL
2025-04-14 17:00:00+00:00,793.04,242.0,190.45,173.45,7188.15,10000,68.79,186,185,10.07,186,71.88,1.1,NORMAL
2025-04-14 18:00:00+00:00,816.36,249.58,196.01,180.4,7203.76,10000,69.15,193,192,11.08,193,72.04,1.09,NORMAL
2025-04-14 19:00:00+00:00,734.85,218.04,167.62,170.3,7201.08,10000,69.97,192,192,10.82,192,72.01,0.98,NORMAL
2025-04-14 20:00:00+00:00,761.27,219.16,167.68,160.76,7208.0,10000,69.56,166,165,11.62,166,72.08,1.04,NORMAL
2025-04-14 21:00:00+00:00,689.13,194.74,151.23,156.8,7202.43,10000,69.62,159,158,11.14,159,72.02,0.96,NORMAL
2025-04-14 22:00:00+00:00,732.44,203.54,164.18,138.59,7228.02,10000,69.04,133,131,12.06,133,72.28,1.18,NORMAL
2025-04-14 23:00:00+00:00,828.27,232.83,186.02,123.38,7290.66,10000,69.47,107,105,15.18,107,72.91,1.51,NORMAL
2025-04-15 00:00:00+00:00,656.15,202.56,150.21,100.15,7340.72,10000,69.46,61,60,16.82,61,73.41,1.5,NORMAL
2025-04-15 01:00:00+00:00,513.28,162.14,128.15,100.85,7368.02,10000,69.24,59,58,16.79,59,73.68,1.27,MODERATE
